query_index,gt_rank,ap,precision_5,precision_10,recall_5,recall_10,f1_5,f1_10
1864,4,0.25,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1865,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,4,0.25,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1867,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1868,2,0.5,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1869,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,4,0.25,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1873,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1875,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1876,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,2,0.5,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1878,2,0.5,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1879,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,5,0.2,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1881,5,0.2,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1882,3,0.3333333333333333,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1883,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,3,0.3333333333333333,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1886,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,6,0.16666666666666666,0.0,0.1,0.0,1.0,0.0,0.18181818181818182
1890,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1896,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1899,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,5,0.2,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1903,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1904,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1905,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,7,0.14285714285714285,0.0,0.1,0.0,1.0,0.0,0.18181818181818182
1908,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1909,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,4,0.25,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1911,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1913,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,1,1.0,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1915,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,2,0.5,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1918,6,0.16666666666666666,0.0,0.1,0.0,1.0,0.0,0.18181818181818182
1919,8,0.125,0.0,0.1,0.0,1.0,0.0,0.18181818181818182
1920,2,0.5,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1921,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,4,0.25,0.2,0.1,1.0,1.0,0.33333333333333337,0.18181818181818182
1923,8,0.125,0.0,0.1,0.0,1.0,0.0,0.18181818181818182
1924,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
